MUNICIPIO_RESIDENCIA;NUM_CASOS;DATA;CodigoIBGE;URS;Micro;Macro
ABADIA DOS DOURADOS;1;25/04/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;4;15/05/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;15/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;16/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;17/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;1;18/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;19/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;20/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;21/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;7;22/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;23/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;2;24/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;3;25/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;2;26/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;2;27/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;28/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;8;29/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;5;30/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;3;31/07/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;3;01/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;1;02/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;2;03/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;04/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;1;05/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;1;06/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;1;07/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;1;08/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;09/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;10/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;11/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;12/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;1;13/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;14/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;15/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;16/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;17/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;18/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;19/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;20/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;1;21/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;22/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;23/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;24/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;25/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABADIA DOS DOURADOS;0;26/08/2020;310010;UBERLANDIA;PATROCINIO/MONTE CARMELO;TRIANGULO DO NORTE
ABAETE;1;11/04/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;1;17/06/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;6;26/06/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;2;27/06/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;2;30/06/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;2;01/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;2;03/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;1;05/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;3;08/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;1;10/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;1;12/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;15/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;16/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;17/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;18/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;19/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;1;20/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;1;21/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;22/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;23/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;2;24/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;25/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;26/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;27/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;28/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;29/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;30/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;31/07/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;01/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;02/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;03/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;04/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;05/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;2;06/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;07/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;08/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;1;09/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;10/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;11/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;3;12/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;1;13/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;14/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;1;15/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;16/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;17/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;18/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;1;19/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;20/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;21/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;4;22/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;23/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;24/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;0;25/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABAETE;1;26/08/2020;310020;SETE LAGOAS;SETE LAGOAS;CENTRO
ABRE CAMPO;4;07/06/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;1;09/06/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;2;12/06/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;1;13/06/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;-1;26/06/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;2;07/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;1;15/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;1;16/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;17/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;1;18/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;4;19/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;20/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;21/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;22/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;1;23/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;24/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;25/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;26/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;27/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;28/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;29/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;3;30/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;2;31/07/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;1;01/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;3;02/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;03/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;04/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;05/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;1;06/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;07/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;08/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;09/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;10/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;11/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;12/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;13/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;2;14/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;15/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;1;16/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;17/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;18/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;19/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;8;20/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;21/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;1;22/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;23/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;24/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;0;25/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ABRE CAMPO;5;26/08/2020;310030;MANHUACU;MANHUACU;LESTE DO SUL
ACAIACA;3;17/06/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;7;26/06/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;1;28/06/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;1;15/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;16/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;17/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;18/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;19/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;20/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;21/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;22/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;23/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;24/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;25/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;26/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;27/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;28/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;29/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;30/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;31/07/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;01/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;02/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;03/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;04/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;05/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;06/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;1;07/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;08/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;09/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;10/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;11/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;12/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;13/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;14/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;4;15/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;16/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;17/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;18/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;2;19/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;20/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;21/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;22/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;23/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;24/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;1;25/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACAIACA;0;26/08/2020;310040;PONTE NOVA;PONTE NOVA;LESTE DO SUL
ACUCENA;1;18/05/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;23/05/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;25/05/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;30/05/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;04/06/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;3;17/06/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;23/06/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;24/06/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;26/06/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;2;30/06/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;2;01/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;03/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;2;09/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;3;10/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;11/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;4;12/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;2;15/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;16/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;17/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;2;18/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;19/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;20/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;21/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;22/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;23/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;24/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;25/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;26/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;27/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;28/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;29/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;30/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;31/07/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;01/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;3;02/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;03/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;04/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;05/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;06/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;2;07/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;08/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;2;09/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;10/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;11/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;12/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;13/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;3;14/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;15/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;16/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;17/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;18/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;1;19/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;20/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;2;21/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;5;22/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;3;23/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;24/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;25/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
ACUCENA;0;26/08/2020;310050;CORONEL FABRICIANO;IPATINGA;VALE DO ACO
AGUA BOA;0;15/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;16/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;17/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;18/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;19/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;20/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;21/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;22/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;23/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;24/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;25/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;26/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;27/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;1;28/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;29/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;30/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;31/07/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;01/08/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;02/08/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;03/08/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;0;04/08/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
AGUA BOA;1;05/08/2020;310060;GOVERNADOR VALADARES;SANTA MARIA DO SUACUI;LESTE
